name,address,sentiment_compound,n_reviews_scored,pct_positive
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.643,66.0,0.924
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.691,80.0,0.938
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.659,51.0,0.902
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.612,36.0,0.861
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.757,91.0,0.945
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.642,51.0,0.902
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.723,71.0,0.93
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.719,61.0,0.918
DilliBite,"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",0.563,26.0,0.808
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.326,4.0,0.75
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.414,9.0,0.778
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.499,7.0,0.857
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.418,6.0,0.833
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.194,3.0,0.667
Dindigul Thalappakatti,"18, Ramashree Arcade, MG Road, Bangalore",0.386,4.0,0.75
Dindigul Thalappakatti,"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",0.727,27.0,0.926
Dindigul Thalappakatti,"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",0.782,76.0,0.961
Dindigul Thalappakatti,"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",0.808,70.0,0.971
Dindigul Thalappakatti,"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",0.517,26.0,0.808
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",-0.053,238.0,0.382
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",0.012,190.0,0.421
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",-0.032,271.0,0.399
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",0.036,235.0,0.443
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",0.047,199.0,0.452
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",0.073,217.0,0.484
Dindigul Time Pass Restaurant,"1, 19th Main, 7th Cross, Opposite BMTC Depot, Sector 4, HSR, Bangalore",0.01,103.0,0.456
Dine @ 9 Paratha Corner,"3rd Cross, 9th Main, HAL 2nd Stage, Off Double Road, Indiranagar, Bangalore",0.604,12.0,0.75
Dine Garden Family Restaurant,"157, Hosur Road, Konappana Agrahara, Near Venkateshwara Theatre, Electronic City, Bangalore",0.358,81.0,0.642
Dine In,"1/1, 5th Cross, Markham Road, Near Garuda Mall, Brigade Road, Bangalore",0.84,4.0,1.0
Dine In,"1/1, 5th Cross, Markham Road, Near Garuda Mall, Brigade Road, Bangalore",0.843,4.0,1.0
Dine in Restaurant,"27,1st Cross, Chickalakshmi Layout, Hosur Main Road, BTM Layout, Bangalore",0.815,4.0,1.0
Dine in Restaurant,"27,1st Cross, Chickalakshmi Layout, Hosur Main Road, BTM Layout, Bangalore",0.815,4.0,1.0
Dine One One Restaurant,"32, R.R Commercial Complex, Begur-Hulimavu Road, Bannerghatta Road, Bangalore",0.585,5.0,0.8
Dinepost 9,"1st Floor, Pattandur Agrahara Road, Opposite Foyer Infinity, Beside Gold Ganesha Temple, Whitefield, Bangalore",0.667,2.0,1.0
DinePost9,"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",0.219,7.0,0.571
DinePost9,"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",0.127,6.0,0.5
DinePost9,"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",-0.045,5.0,0.4
DinePost9,"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",-0.045,5.0,0.4
DinePost9,"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",-0.045,5.0,0.4
DinePost9,"Bhuvanagiri Main Road, OMBR Layout, Kasturi Nagar, Banaswadi, Bangalore",0.911,2.0,1.0
DinePost9,"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",0.229,5.0,0.6
DinePost9,"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",0.453,4.0,0.75
Dining Hut,"1080, Near Niligiris, Kumaraswamy Layout, Bangalore",0.945,1.0,1.0
Dipd N Chocolate,"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",0.975,1.0,1.0
Dipd N Chocolate,"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",0.975,1.0,1.0
Dipd N Chocolate,"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",0.927,10.0,1.0
Dipd N Chocolate,"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",0.93,10.0,1.0
Dipd N Chocolate,"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",0.93,11.0,1.0
District 6 Pub Brewery & Kitchen,"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",0.819,110.0,0.982
District 6 Pub Brewery & Kitchen,"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",0.842,105.0,0.99
District 6 Pub Brewery & Kitchen,"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",0.809,113.0,0.973
District 6 Pub Brewery & Kitchen,"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",0.815,113.0,0.982
Dive,"25/7, Doddannakundi, Outer Ring Road, Mahadevapura, Marathahalli, Bangalore",0.692,228.0,0.882
Dive,"25/7, Doddannakundi, Outer Ring Road, Mahadevapura, Marathahalli, Bangalore",0.679,39.0,0.846
Divina - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th 'A' Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",0.471,3.0,0.667
Diya's Findish,"1599, Begur Cross, Devarachikanahalli Main Road, Bommanahalli, Bangalore",0.743,1.0,1.0
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.484,2.0,0.5
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.704,27.0,0.926
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.721,39.0,0.949
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.621,10.0,0.8
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.625,13.0,0.846
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",0.589,11.0,0.818
Dock Frost'd,"Sriven Square Building, Ground Floor, Near Kundanahalli Signal, Marathahalli",0.751,20.0,0.95
Dock Frost'd,"Sriven Square Building, Ground Floor, Near Kundanahalli Signal, Marathahalli",0.783,49.0,0.98
Doctor Juice,"18/2, Opposite To Dr. Rajkumar Park, Chorappa Layout, St. Thomas Town Post, Kammanahalli, Bengaluru",0.855,4.0,1.0
Doctor Juice,"18/2, Opposite To Dr. Rajkumar Park, Chorappa Layout, St. Thomas Town Post, Kammanahalli, Bengaluru",0.856,4.0,1.0
Dodda Mane Baaduta,"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore",0.772,3.0,1.0
Dodda Mane Donne Biryani,"B Block, AECS Layout, Brookefield, Bangalore, Bengaluru",0.329,1.0,1.0
Doff Pub and Lounge,"654, 2nd Floor, Navajyoti. Above BIBA, 100 Feet Road, Indiranagar, Bangalore",0.915,13.0,1.0
Dolci Desserts,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",0.918,15.0,1.0
Dolci Desserts,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",0.921,15.0,1.0
Dolci Desserts,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",0.898,11.0,1.0
Dolci Desserts,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",0.898,11.0,1.0
Dolci Desserts,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore",0.906,9.0,1.0
Dolphin Bar,"131/2, Wheeler Road, Cox Town, Frazer Town, Bangalore",0.848,2.0,1.0
Domino's Pizza,"01, Ground Floor, Seenappa Layout, New BEL Road, Bangalore",0.958,2.0,1.0
Domino's Pizza,"10, 1st Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",0.969,1.0,1.0
Domino's Pizza,"10, Ground Floor, Opposite Forum, Krishna Nagar Industrial Layout, Hosur Road, BTM, Bangalore",-0.514,2.0,0.0
Domino's Pizza,"102, 1st Floor, The Bay, RMZ Ecospace, Varthur Hobli, Bellandur, Bangalore",0.286,85.0,0.694
Domino's Pizza,"18/2A, Anmbalipura Village, Varthur Hobli, IDEB Spring Fields, Sarjapur Main Road, Sarjapur Road, Bangalore",0.487,6.0,0.833
Domino's Pizza,"18/2A, Anmbalipura Village, Varthur Hobli, IDEB Spring Fields, Sarjapur Main Road, Sarjapur Road, Bangalore",0.771,5.0,1.0
Domino's Pizza,"2/13, Ground Floor, Rehinus Street, Opposite Hockey Stadium, Shanti Nagar, Bangalore",0.897,1.0,1.0
Domino's Pizza,"22, 5th Cross, Near Malleshwaram Circle, Malleshwaram, Bangalore",0.793,3.0,1.0
Domino's Pizza,"22, 5th Cross, Near Malleshwaram Circle, Malleshwaram, Bangalore",0.793,3.0,1.0
Domino's Pizza,"2738, 27th Main Road, Sector 1, HSR, Bangalore",0.019,5.0,0.6
Domino's Pizza,"275, Whitefield Main Road, Towards Hope Farm, Whitefield, Bangalore",0.163,12.0,0.583
Domino's Pizza,"280-3, 9th Cross, Opposite Post Office, Wilson Garden, Bangalore",0.069,286.0,0.35
Domino's Pizza,"295, Ground Floor, AECS Layout Main Road, Kundanahalli, Brookefield, Bangalore",0.669,2.0,1.0
Domino's Pizza,"308, 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",0.778,2.0,1.0
Domino's Pizza,"36/1, Kadubeesanahalli Village, Opposite JP Morgan, Outer Ring Road, Marathahalli, Bangalore",0.566,5.0,0.8
Domino's Pizza,"36/9, Near Post Office, 11th Main, 4th Block, Jayanagar, Bangalore",0.45,4.0,0.75
Domino's Pizza,"38, Ground Floor, Bull Temple Road, Basavanagudi, Bangalore",0.019,95.0,0.274
Domino's Pizza,"413, Ground Floor, 5th Main, OMBR Layout, Kasturi Nagar, Banaswadi, Bangalore",0.715,2.0,1.0
Domino's Pizza,"471, Datta Complex, Puttenahalli Main Road, RBI Layout, 7th Phase, JP Nagar, Bangalore",0.968,1.0,1.0
Domino's Pizza,"55, Ground Floor, RS Tower, Near Bommasandra Flyover, Bommasandra, Electronic City, Bangalore",-0.844,1.0,0.0
Domino's Pizza,"573, 2nd Block, HMT Layout, Vidyanarayana Pura, New BEL Road, Bangalore",-0.726,1.0,0.0
Domino's Pizza,"6-7, 1st Main, 2nd Cross, Survey 14, Hosur Road, Phase-1, Electronic City, Bangalore",-0.126,2.0,0.5
Domino's Pizza,"602, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",0.928,1.0,1.0
Domino's Pizza,"602, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",0.933,1.0,1.0
Domino's Pizza,"602, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",0.929,1.0,1.0
Domino's Pizza,"63/154, 1st Main, MN Plaza, Ground Floor, Dr Rajkumar Road, Rajajinagar, Bangalore",0.863,2.0,1.0
Domino's Pizza,"638, Honngasandra Devarchikkana Halli Main Road, Bommanahalli, Bangalore",0.962,2.0,1.0
Domino's Pizza,"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore",0.419,5.0,0.6
Domino's Pizza,"776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",-0.853,1.0,0.0
Domino's Pizza,"78/5, Sri Gowrikshna Arcade, Behind Central Mall, M.H. Colony, Bellandur, Bangalore",-0.743,1.0,0.0
Domino's Pizza,"800, Near ICICI Bank, 7th Cross, 15th Main, 2nd Stage, BTM, Bangalore",0.882,4.0,1.0
Domino's Pizza,"897, Near Indoor Stadium, 6th Block, 80 Feet Peripheral Road, Koramangala, Koramangala 6th Block, Bangalore",0.774,5.0,1.0
Domino's Pizza,"897, Near Indoor Stadium, 6th Block, 80 Feet Peripheral Road, Koramangala, Koramangala 6th Block, Bangalore",0.724,4.0,1.0
Domino's Pizza,"A 1 & 2, Ground Floor, Saroj Square, White Field Main Road, Marathahalli, Bangalore",0.194,2.0,0.5
Domino's Pizza,"Ascendas Park Square, 1st Floor, ITPB, Whitefield, Bangalore",0.807,1.0,1.0
Domino's Pizza,"G-2, G-3, G-4, Next To Total Mall, Skylark Palazzo, Corporation, Murugeshpalaya, Old Airport Road, Bangalore",-0.178,4.0,0.25
Domino's Pizza,"Ground Floor, 22/1, Coles Road, Opposite Fatima School, Frazer Town, Bangalore",0.838,2.0,1.0
Domino's Pizza,"Ground Floor, Food Court counter 1, Bagmane Tech Park, CV Raman Nagar, Bangalore",0.727,1.0,1.0
Domino's Pizza,"Ground Floor, Gowry's, Next To Vijaya Bank, Arakere Gate, Bannerghatta Road, Bangalore",0.012,445.0,0.366
Domino's Pizza,"Ground Floor, Gowry's, Next To Vijaya Bank, Arakere Gate, Bannerghatta Road, Bangalore",0.049,451.0,0.381
Domino's Pizza,"Ground Floor, Site 126, K.H.B Colony, Ward 67, Koramangala 5th Block, Bangalore",0.437,3.0,1.0
Domino's Pizza,"RGA Tech Park, Counter 7, Lower Ground Floor, Food Court, Survey 31/1, Chikkakannelli Village, Sarjapur Road, Bangalore",-0.13,2.0,0.5
Domino's Pizza,"Shop No.T-12A, Third Floor, Brookfields Mall, Annupurpalayam Village, Krishnasamy Road, Brookefield, Bangalore",0.774,2.0,1.0
Domino's Pizza,"Trinity Metro Station, Namma Metro, MG Road, Bangalore",0.798,3.0,1.0
Domino's Pizza,"Trinity Metro Station, Namma Metro, MG Road, Bangalore",0.809,3.0,1.0
Domino's Pizza,"Trinity Metro Station, Namma Metro, MG Road, Bangalore",0.843,2.0,1.0
Domino's Pizza,"Trinity Metro Station, Namma Metro, MG Road, Bangalore",0.815,1.0,1.0
Domlur Cafe,"8/10, 2nd Main, Domlur Layout, Near Apollo Pharmacy, Domlur, Bangalore",0.902,1.0,1.0
Doner Bel,"11/1, 5th Main, 6th cross, KEB Road, Kammanahalli, Bangalore",0.797,16.0,0.938
Doner Bel,"11/1, 5th Main, 6th cross, KEB Road, Kammanahalli, Bangalore",0.765,21.0,0.905
Doner Bel,"Shop 1, New 22, New BEL Road, Bangalore",0.533,221.0,0.819
Doner Bel,"Shop 1, New 22, New BEL Road, Bangalore",0.693,167.0,0.904
Donne Biriyani Angadi Mane,"1, Lower Palace Orchards, Bhasham Circle, Sadashiv Nagar, Bangalore",0.269,222.0,0.599
Donne Biriyani Angadi Mane,"1, Lower Palace Orchards, Bhasham Circle, Sadashiv Nagar, Bangalore",0.276,201.0,0.627
Donne Biriyani Angadi Mane,"37, HMT Main Road, Mathikere, New BEL Road, Bangalore",0.891,1.0,1.0
Donne Biriyani Angadi Mane,"963,41st Cross, Opposite ESI, 3rd Stage, Rajajinagar, Bangalore",0.196,418.0,0.538
Donne Biriyani Angadi Mane,"963,41st Cross, Opposite ESI, 3rd Stage, Rajajinagar, Bangalore",0.168,563.0,0.501
Donne Biriyani Angadi Mane,"963,41st Cross, Opposite ESI, 3rd Stage, Rajajinagar, Bangalore",-0.041,151.0,0.272
Donne Biriyani Angadi Mane,"963,41st Cross, Opposite ESI, 3rd Stage, Rajajinagar, Bangalore",0.144,43.0,0.465
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.333,85.0,0.671
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.369,46.0,0.674
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.408,25.0,0.68
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.401,48.0,0.75
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.332,56.0,0.679
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.373,517.0,0.673
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.379,540.0,0.687
Donne Biriyani House,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",0.452,8.0,0.625
Donne Biriyani House,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",0.749,2.0,1.0
Donne Biriyani House,"581, Ground Floor, 22nd Cross Road, HSR Club Road, 3rd Sector, HSR, Bangalore",-0.05,6.0,0.333
Donne Biriyani House,"65/1A, Opposite Bata Showroom, Sarjapur Road, Bangalore",0.761,4.0,1.0
Donne Biriyani House,"72, TSN Arcade, 28th Main Road, Near Karnataka Bank, 9th Block, Jayanagar, Bangalore",0.214,1.0,1.0
Donne Biriyani House,"72, TSN Arcade, 28th Main Road, Near Karnataka Bank, 9th Block, Jayanagar, Bangalore",0.311,1.0,1.0
Donne Biriyani House,"8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bengaluru",0.82,10.0,1.0
Donne Biriyani House,"8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bengaluru",0.816,9.0,1.0
Donne Biriyani House,"8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bengaluru",0.812,9.0,1.0
Donne Biriyani House,"8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bengaluru",0.787,7.0,1.0
Donne Biriyani House,"99/2A, Kothnoor Main Road, Opposite RBI Layout Bus Stop, 7th Phase, JP Nagar, Bangalore",0.797,4.0,1.0
Donne Biriyani Mane,"14th Main, 58th Cross, Near Police Station, Kumaraswamy Layout, Bangalore",0.477,1.0,1.0
Donne Biriyani Mane,"178, 9th Main, Opposite Union Bank, Sector 7, HSR, Bangalore",0.187,5.0,0.6
Donne Biriyani Mane,"2116, 4th Cross, CMR Road, 2nd Block, Kalyan Nagar, Bangalore",0.341,3.0,0.667
Donne Biriyani Mane,"2116, 4th Cross, CMR Road, 2nd Block, Kalyan Nagar, Bangalore",0.962,1.0,1.0
Donne Biriyani Mane,"326, Veerabadra Complex, 4th Block, 3rd Stage, 80 Feet Road, Near Airtel Office, Basaveshwara Nagar, Bangalore",0.728,120.0,0.9
Donne Biriyani Mane,"4/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",0.29,4.0,0.5
Donne Biriyani Mane,"4/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",-0.293,2.0,0.0
Donne Biriyani Mane,"413, 7th Cross, Oppsite to HDFC Bank, Domlur, Bangalore",0.663,1.0,1.0
Donne Biriyani Mane,"48, Triumph Towers, Church Street, Bangalore",0.7,1.0,1.0
Donne Biriyani Mane,"48, Triumph Towers, Church Street, Bangalore",0.803,2.0,1.0
Donne Biriyani Mane,"4C/1008, 1st Block, HRBR Layout, Horamavu Signal Road, Banaswadi, Bangalore",0.887,2.0,1.0
Donne Biriyani Mane,"88/4, RBDGTC Building, Near City Railway Station, Majestic, Bangalore",0.916,1.0,1.0
Donne Biriyani Mane,"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",0.634,6.0,1.0
Donne Biriyani Mane,"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",0.705,4.0,1.0
Donne Biriyani Mane,"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",0.617,3.0,1.0
Donne Biriyani Mane,"Kurilingappa Bulding, 11/12, Siddeshwaranagar, 21st Main, Vijay Nagar, Bangalore",-0.762,1.0,0.0
Donne Biriyani Mane,"No. 357/9, Opp DLF, New Town, Akshay Nagar, Bannerghatta Road, Bangalore",0.904,1.0,1.0
Donne Biryani,"39, Amjapura Main Road, Sudhamnagar, Shanti Nagar, Bangalore",0.869,3.0,1.0
Donne Biryani & Kabab Corner,"8, 1st Cross Road, Teachers Colony, Kumaraswamy Layout, Bangalore",0.796,1.0,1.0
Donne Biryani Angadi Mane,"662, 2nd Main. 5th Cross, 3rd stage, HAL, Thippasandra, Bangalore",-0.705,3.0,0.0
Donne Biryani Hatti,"145, 8th Main Road, Vasanth Nagar, Bangalore",0.404,12.0,0.583
Donne Biryani Hatti,"145, 8th Main Road, Vasanth Nagar, Bangalore",0.404,12.0,0.583
Donne Biryani Hatti,"145, 8th Main Road, Vasanth Nagar, Bangalore",0.404,12.0,0.583
Donne Biryani Hatti,"145, 8th Main Road, Vasanth Nagar, Bangalore",0.784,1.0,1.0
Donne Biryani House,"10, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",0.623,3.0,1.0
Donne Biryani House,"2nd Floor, Near Power Station, HSR Bangalore",0.768,3.0,1.0
Donne Biryani House,"418,12th Main Road, 6th Block, Rajajinagar, Bangalore",0.926,1.0,1.0
Donne Biryani House,"45, Opposite Mayo Hall, Residency Road, Bangalore",0.97,1.0,1.0
Donne Biryani Kuteera,"1&2, 5M Road, B Channasandra Main Road, Kasturi Nagar, Banaswadi, Bangalore",0.354,3.0,0.667
Donne Biryani Kuteera,"1&2, 5M Road, B Channasandra Main Road, Kasturi Nagar, Banaswadi, Bangalore",0.379,3.0,0.667
Donne Biryani Kuteera,"1&2, 5M Road, B Channasandra Main Road, Kasturi Nagar, Banaswadi, Bangalore",0.329,2.0,0.5
Donne Biryani Mane,"26, Aparaajita Building, Borewell Road, Opposite To Whitefield Post Office, Whitefield, Bangalore",0.42,1.0,1.0
Donne Biryani Mane,"26, Aparaajita Building, Borewell Road, Opposite To Whitefield Post Office, Whitefield, Bangalore",0.785,4.0,1.0
Donne Biryani Mane,"8th Cross, Beside Bata Showroom, Wilson Garden, Bangalore",0.74,3.0,1.0
Donne Biryani Mane,"8th Cross, Beside Bata Showroom, Wilson Garden, Bangalore",0.728,4.0,1.0
Donne Biryani Mane,"Doddabomsandra Main Road, Vidyaranyapura, New BEL Road, Bangalore",0.415,5.0,0.8
Donne Biryani Mane,"NS Complex, ITPL Main Road Kundahalli Gate, Brookefield, Bangalore",0.707,2.0,1.0
Donut Cafe,"Shop 9, Ajmera Avenue, Neeladri Nagar, Wipro Road, Electronic City, Bangalore",0.856,5.0,1.0
Doof,"35, Basapura Main Road, Dream Paradise Layout, Basapura, Electronic City, Bangalore",0.912,3.0,1.0
Dosa Bazaar,"Ramaiah Garden, Beside Shoba Tulit Apartment, JP Nagar, Bangalore",0.969,1.0,1.0
Dosa Cafe,"1030/A, 2nd Main Road, 4th Cross, Vijayanagar, Vijay Nagar, Bangalore",0.762,4.0,1.0
Dosa Plaza,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",0.405,10.0,0.7
Dosa Plaza,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",0.352,8.0,0.625
Dosa Plaza,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",0.353,8.0,0.625
Dosa Plaza,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",0.353,8.0,0.625
Dosa Time,"51, Kaikondrahalli Village, Sarjapur Road, Bangalore",0.485,3.0,0.667
Dosalicious,"Eat Street, Koramangala 6th Block, Bangalore, Bengaluru",-0.336,3.0,0.0
Dose Manjanna,"50, 12th Main, KV Layout Near Sub Register Office, 4th T Block, Jayanagar, Bengaluru",0.936,2.0,1.0
Dot.yum - Aloft Hotel,"Aloft Hotel, 17C, Sadaramangala Road, Whitefield, Bangalore",0.61,4.0,0.75
Double Blend,"4/1, 1st Main Road, Buvannapa Layout, Kaveri Layout, Suddagunte Palya, BTM, Bangalore",0.827,4.0,1.0
